id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
1379,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.agrg.edcl.eresp,"EDcl nos EDcl no AgRg no AgRg nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl no AgRg no AgRg nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1380,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.agrg.eresp,"EDcl nos EDcl no AgRg no AgRg nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl no AgRg no AgRg nos EREsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1381,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.cc,"EDcl nos EDcl no AgRg no CC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Conflito de Competência",#acordao,EDcl nos EDcl no AgRg no CC – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Conflito de Competência,Jurisprudência::Acórdão
1382,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.hc,"EDcl nos EDcl no AgRg no HC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Habeas Corpus",#acordao,EDcl nos EDcl no AgRg no HC – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Habeas Corpus,Jurisprudência::Acórdão
1383,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.ms,"EDcl nos EDcl no AgRg no MS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Mandado de Segurança",#acordao,EDcl nos EDcl no AgRg no MS – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Mandado de Segurança,Jurisprudência::Acórdão
1384,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.re.resp,"EDcl nos EDcl no AgRg no RE no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Extraordinário no Recurso Especial",#acordao,EDcl nos EDcl no AgRg no RE no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Extraordinário no Recurso Especial,Jurisprudência::Acórdão
1385,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.resp,"EDcl nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1386,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.resp,"EDcl nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1387,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.rms,"EDcl nos EDcl no AgRg no RMS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança",#acordao,EDcl nos EDcl no AgRg no RMS – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
1388,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.eag,"EDcl nos EDcl no AgRg nos EAg",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em Agravo",#acordao,EDcl nos EDcl no AgRg nos EAg – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em Agravo,Jurisprudência::Acórdão
1389,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.mc,"EDcl nos EDcl no AgRg nos EDcl na MC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração na Medida Cautelar",#acordao,EDcl nos EDcl no AgRg nos EDcl na MC – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração na Medida Cautelar,Jurisprudência::Acórdão
1390,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.ag,"EDcl nos EDcl no AgRg nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl no AgRg nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1391,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.agrg.ag,"EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1392,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.agrg.resp,"EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1393,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.agrg.edcl.resp,"EDcl nos EDcl no AgRg nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl no AgRg nos EDcl no AgRg nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1394,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.ms,"EDcl nos EDcl no AgRg nos EDcl no MS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Mandado de Segurança",#acordao,EDcl nos EDcl no AgRg nos EDcl no MS – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Mandado de Segurança,Jurisprudência::Acórdão
1395,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.resp,"EDcl nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl no AgRg nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1396,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.rms,"EDcl nos EDcl no AgRg nos EDcl no RMS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,EDcl nos EDcl no AgRg nos EDcl no RMS – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
1397,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.edcl.ag,"EDcl nos EDcl no AgRg nos EDcl nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl no AgRg nos EDcl nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1398,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.edcl.agrg.ag,"EDcl nos EDcl no AgRg nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl no AgRg nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1399,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.edcl.resp,"EDcl nos EDcl no AgRg nos EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl no AgRg nos EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1400,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edcl.eresp,"EDcl nos EDcl no AgRg nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl no AgRg nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1401,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.edv.edcl.edcl.agrg.ag,"EDcl nos EDcl no AgRg nos EDv nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl no AgRg nos EDv nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1402,br:superior.tribunal.justica:acordao;edcl.edcl.agrg.eresp,"EDcl nos EDcl no AgRg nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl no AgRg nos EREsp – Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1403,br:superior.tribunal.justica:acordao;edcl.edcl.cc,"EDcl nos EDcl no CC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Conflito de Competência",#acordao,EDcl nos EDcl no CC – Embargos de Declaração nos Embargos de Declaração no Conflito de Competência,Jurisprudência::Acórdão
1404,br:superior.tribunal.justica:acordao;edcl.edcl.hc,"EDcl nos EDcl no HC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Habeas Corpus",#acordao,EDcl nos EDcl no HC – Embargos de Declaração nos Embargos de Declaração no Habeas Corpus,Jurisprudência::Acórdão
1405,br:superior.tribunal.justica:acordao;edcl.edcl.ms,"EDcl nos EDcl no MS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Mandado de Segurança",#acordao,EDcl nos EDcl no MS – Embargos de Declaração nos Embargos de Declaração no Mandado de Segurança,Jurisprudência::Acórdão
1406,br:superior.tribunal.justica:acordao;edcl.edcl.re.edcl.ag,"EDcl nos EDcl no RE nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl no RE nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1407,br:superior.tribunal.justica:acordao;edcl.edcl.resp,"EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1408,br:superior.tribunal.justica:acordao;edcl.edcl.rhc,"EDcl nos EDcl no RHC",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso em Habeas Corpus",#acordao,EDcl nos EDcl no RHC – Embargos de Declaração nos Embargos de Declaração no Recurso em Habeas Corpus,Jurisprudência::Acórdão
1409,br:superior.tribunal.justica:acordao;edcl.edcl.rms,"EDcl nos EDcl no RMS",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,EDcl nos EDcl no RMS – Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
1410,br:superior.tribunal.justica:acordao;edcl.edcl.ro,"EDcl nos EDcl no RO",pt-BR,"Embargos de Declaração nos Embargos de Declaração no Recurso Ordinário",#acordao,EDcl nos EDcl no RO – Embargos de Declaração nos Embargos de Declaração no Recurso Ordinário,Jurisprudência::Acórdão
1411,br:superior.tribunal.justica:acordao;edcl.edcl.eag,"EDcl nos EDcl nos EAg",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em Agravo",#acordao,EDcl nos EDcl nos EAg – Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em Agravo,Jurisprudência::Acórdão
1412,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.apn,"EDcl nos EDcl nos EDcl na APn",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Penal",#acordao,EDcl nos EDcl nos EDcl na APn – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Penal,Jurisprudência::Acórdão
1413,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.ar,"EDcl nos EDcl nos EDcl na AR",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Rescisória",#acordao,EDcl nos EDcl nos EDcl na AR – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Rescisória,Jurisprudência::Acórdão
1414,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.mc,"EDcl nos EDcl nos EDcl na MC",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Medida Cautelar",#acordao,EDcl nos EDcl nos EDcl na MC – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Medida Cautelar,Jurisprudência::Acórdão
1415,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.pet,"EDcl nos EDcl nos EDcl na Pet",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Petição",#acordao,EDcl nos EDcl nos EDcl na Pet – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Petição,Jurisprudência::Acórdão
1416,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.pet.ag,"EDcl nos EDcl nos EDcl na PET no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Petição no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl na PET no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Petição no Agravo de Instrumento,Jurisprudência::Acórdão
1417,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.ag,"EDcl nos EDcl nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1418,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.ag.re.ag,"EDcl nos EDcl nos EDcl no Ag no RE no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento no Recurso Extraordinário no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no Ag no RE no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento no Recurso Extraordinário no Agravo de Instrumento,Jurisprudência::Acórdão
1419,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.ar,"EDcl nos EDcl nos EDcl no AgRg na AR",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Ação Rescisória",#acordao,EDcl nos EDcl nos EDcl no AgRg na AR – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Ação Rescisória,Jurisprudência::Acórdão
1420,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.mc,"EDcl nos EDcl nos EDcl no AgRg na MC",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar",#acordao,EDcl nos EDcl nos EDcl no AgRg na MC – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão
1421,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.pet,"EDcl nos EDcl nos EDcl no AgRg na Pet",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Petição",#acordao,EDcl nos EDcl nos EDcl no AgRg na Pet – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Petição,Jurisprudência::Acórdão
1422,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.ag,"EDcl nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1423,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.agrg.ag,"EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1424,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.agrg.resp,"EDcl nos EDcl nos EDcl no AgRg no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no AgRg no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1425,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.agrg.edcl.ag,"EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1426,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.agrg.edcl.eresp,"EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1427,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.ms,"EDcl nos EDcl nos EDcl no AgRg no MS",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Mandado de Segurança",#acordao,EDcl nos EDcl nos EDcl no AgRg no MS – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Mandado de Segurança,Jurisprudência::Acórdão
1428,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.resp,"EDcl nos EDcl nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1429,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.ag,"EDcl nos EDcl nos EDcl no AgRg nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1430,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.agrg.ag,"EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1431,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.agrg.resp,"EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1432,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.agrg.edcl.resp,"EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1433,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.resp,"EDcl nos EDcl nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1434,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.edcl.edcl.re.ag,"EDcl nos EDcl nos EDcl no AgRg nos EDcl nos EDcl no RE no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EDcl nos EDcl no RE no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração nos Embargos de Declaração no Recurso Extraordinário no Agravo de Instrumento,Jurisprudência::Acórdão
1435,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.agrg.eresp,"EDcl nos EDcl nos EDcl no AgRg nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl no AgRg nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1436,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.hc,"EDcl nos EDcl nos EDcl no HC",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Habeas Corpus",#acordao,EDcl nos EDcl nos EDcl no HC – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Habeas Corpus,Jurisprudência::Acórdão
1437,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.ms,"EDcl nos EDcl nos EDcl no MS",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Mandado de Segurança",#acordao,EDcl nos EDcl nos EDcl no MS – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Mandado de Segurança,Jurisprudência::Acórdão
1438,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.resp,"EDcl nos EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1439,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.apn,"EDcl nos EDcl nos EDcl nos EDcl na APn",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Penal",#acordao,EDcl nos EDcl nos EDcl nos EDcl na APn – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Penal,Jurisprudência::Acórdão
1440,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.ar,"EDcl nos EDcl nos EDcl nos EDcl na AR",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Rescisória",#acordao,EDcl nos EDcl nos EDcl nos EDcl na AR – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração na Ação Rescisória,Jurisprudência::Acórdão
1441,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.ag,"EDcl nos EDcl nos EDcl nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
