id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
1442,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.mc,"EDcl nos EDcl nos EDcl nos EDcl no AgRg na MC",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg na MC – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão
1443,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1444,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1445,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.agrg.edcl.ag,"EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1446,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.resp,"EDcl nos EDcl nos EDcl nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1447,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.edcl.ag,"EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1448,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.edcl.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1449,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.edcl.agrg.resp,"EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1450,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.edcl.resp,"EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1451,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.agrg.eresp,"EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1452,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.resp,"EDcl nos EDcl nos EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1453,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.rms,"EDcl nos EDcl nos EDcl nos EDcl no RMS",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança",#acordao,EDcl nos EDcl nos EDcl nos EDcl no RMS – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
1454,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.ag,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
1455,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.agrg.mc,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg na MC",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg na MC – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão
1456,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1457,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.agrg.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1458,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.agrg.resp,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
1459,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.agrg.edcl.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1460,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.resp,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1461,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.edcl.agrg.ag,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EDcl no AgRg no Ag – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
1462,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.edcl.resp,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EDcl no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EDcl no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
1463,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.edcl.eresp,"EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1464,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.edcl.eresp,"EDcl nos EDcl nos EDcl nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1465,br:superior.tribunal.justica:acordao;edcl.edcl.edcl.eresp,"EDcl nos EDcl nos EDcl nos EREsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp",#acordao,EDcl nos EDcl nos EDcl nos EREsp – Embargos de Declaração nos Embargos de Declaração nos Embargos de Declaração nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
1466,br:superior.tribunal.justica:acordao;edcl.edcl.einf.agrg.resp,"EDcl nos EDcl nos EInf no AgRg no REsp",pt-BR,"Embargos de Declaração nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental no Recurso Especial",#acordao,EDcl nos EDcl nos EInf no AgRg no REsp – Embargos de Declaração nos Embargos de Declaração nos Embargos Infringentes no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
