id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
3124,br;ceara;sao.luis.curu,"São Luís do Curu - CE",pt-BR,,#br;ceara,,Municípios::São Luís do Curu - CE
3125,br;ceara;senador.pompeu,"Senador Pompeu - CE",pt-BR,,#br;ceara,,Municípios::Senador Pompeu - CE
3126,br;ceara;senador.sa,"Senador Sá - CE",pt-BR,,#br;ceara,,Municípios::Senador Sá - CE
3127,br;ceara;sobral,"Sobral - CE",pt-BR,,#br;ceara,,Municípios::Sobral - CE
3128,br;ceara;solonopole,"Solonópole - CE",pt-BR,,#br;ceara,,Municípios::Solonópole - CE
3129,br;ceara;tabuleiro.norte,"Tabuleiro do Norte - CE",pt-BR,,#br;ceara,,Municípios::Tabuleiro do Norte - CE
3130,br;ceara;tamboril,"Tamboril - CE",pt-BR,,#br;ceara,,Municípios::Tamboril - CE
3131,br;ceara;tarrafas,"Tarrafas - CE",pt-BR,,#br;ceara,,Municípios::Tarrafas - CE
3132,br;ceara;taua,"Tauá - CE",pt-BR,,#br;ceara,,Municípios::Tauá - CE
3133,br;ceara;tejucuoca,"Tejuçuoca - CE",pt-BR,,#br;ceara,,Municípios::Tejuçuoca - CE
3134,br;ceara;tiangua,"Tianguá - CE",pt-BR,,#br;ceara,,Municípios::Tianguá - CE
3135,br;ceara;trairi,"Trairi - CE",pt-BR,,#br;ceara,,Municípios::Trairi - CE
3136,br;ceara;tururu,"Tururu - CE",pt-BR,,#br;ceara,,Municípios::Tururu - CE
3137,br;ceara;ubajara,"Ubajara - CE",pt-BR,,#br;ceara,,Municípios::Ubajara - CE
3138,br;ceara;umari,"Umari - CE",pt-BR,,#br;ceara,,Municípios::Umari - CE
3139,br;ceara;umirim,"Umirim - CE",pt-BR,,#br;ceara,,Municípios::Umirim - CE
3140,br;ceara;uruburetama,"Uruburetama - CE",pt-BR,,#br;ceara,,Municípios::Uruburetama - CE
3141,br;ceara;uruoca,"Uruoca - CE",pt-BR,,#br;ceara,,Municípios::Uruoca - CE
3142,br;ceara;varjota,"Varjota - CE",pt-BR,,#br;ceara,,Municípios::Varjota - CE
3143,br;ceara;varzea.alegre,"Várzea Alegre - CE",pt-BR,,#br;ceara,,Municípios::Várzea Alegre - CE
3144,br;ceara;vicosa.ceara,"Viçosa do Ceará - CE",pt-BR,,#br;ceara,,Municípios::Viçosa do Ceará - CE
3145,br;rio.grande.norte;acari,"Acari - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Acari - RN
3146,br;rio.grande.norte;acu,"Açu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Açu - RN
3147,br;rio.grande.norte;afonso.bezerra,"Afonso Bezerra - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Afonso Bezerra - RN
3148,br;rio.grande.norte;agua.nova,"Água Nova - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Água Nova - RN
3149,br;rio.grande.norte;alexandria,"Alexandria - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Alexandria - RN
3150,br;rio.grande.norte;almino.afonso,"Almino Afonso - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Almino Afonso - RN
3151,br;rio.grande.norte;alto.rodrigues,"Alto do Rodrigues - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Alto do Rodrigues - RN
3152,br;rio.grande.norte;angicos,"Angicos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Angicos - RN
3153,br;rio.grande.norte;antonio.martins,"Antônio Martins - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Antônio Martins - RN
3154,br;rio.grande.norte;apodi,"Apodi - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Apodi - RN
3155,br;rio.grande.norte;areia.branca,"Areia Branca - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Areia Branca - RN
3156,br;rio.grande.norte;ares,"Arês - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Arês - RN
3157,br;rio.grande.norte;augusto.severo,"Augusto Severo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Augusto Severo - RN
3158,br;rio.grande.norte;baia.formosa,"Baía Formosa - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Baía Formosa - RN
3159,br;rio.grande.norte;barauna,"Baraúna - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Baraúna - RN
3160,br;rio.grande.norte;barcelona,"Barcelona - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Barcelona - RN
3161,br;rio.grande.norte;bento.fernandes,"Bento Fernandes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Bento Fernandes - RN
3162,br;rio.grande.norte;bodo,"Bodó - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Bodó - RN
3163,br;rio.grande.norte;bom.jesus,"Bom Jesus - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Bom Jesus - RN
3164,br;rio.grande.norte;brejinho,"Brejinho - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Brejinho - RN
3165,br;rio.grande.norte;caicara.norte,"Caiçara do Norte - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Caiçara do Norte - RN
3166,br;rio.grande.norte;caicara.rio.vento,"Caiçara do Rio do Vento - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Caiçara do Rio do Vento - RN
3167,br;rio.grande.norte;caico,"Caicó - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Caicó - RN
3168,br;rio.grande.norte;campo.redondo,"Campo Redondo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Campo Redondo - RN
3169,br;rio.grande.norte;canguaretama,"Canguaretama - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Canguaretama - RN
3170,br;rio.grande.norte;caraubas,"Caraúbas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Caraúbas - RN
3171,br;rio.grande.norte;carnauba.dantas,"Carnaúba dos Dantas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Carnaúba dos Dantas - RN
3172,br;rio.grande.norte;carnaubais,"Carnaubais - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Carnaubais - RN
3173,br;rio.grande.norte;ceara.mirim,"Ceará-Mirim - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ceará-Mirim - RN
3174,br;rio.grande.norte;cerro.cora,"Cerro Corá - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Cerro Corá - RN
3175,br;rio.grande.norte;coronel.ezequiel,"Coronel Ezequiel - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Coronel Ezequiel - RN
3176,br;rio.grande.norte;coronel.joao.pessoa,"Coronel João Pessoa - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Coronel João Pessoa - RN
3177,br;rio.grande.norte;cruzeta,"Cruzeta - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Cruzeta - RN
3178,br;rio.grande.norte;currais.novos,"Currais Novos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Currais Novos - RN
3179,br;rio.grande.norte;doutor.severiano,"Doutor Severiano - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Doutor Severiano - RN
3180,br;rio.grande.norte;parnamirim,"Parnamirim - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Parnamirim - RN
3181,br;rio.grande.norte;encanto,"Encanto - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Encanto - RN
3182,br;rio.grande.norte;equador,"Equador - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Equador - RN
3183,br;rio.grande.norte;espirito.santo,"Espírito Santo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Espírito Santo - RN
3184,br;rio.grande.norte;extremoz,"Extremoz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Extremoz - RN
3185,br;rio.grande.norte;felipe.guerra,"Felipe Guerra - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Felipe Guerra - RN
3186,br;rio.grande.norte;fernando.pedroza,"Fernando Pedroza - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Fernando Pedroza - RN
3187,br;rio.grande.norte;florania,"Florânia - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Florânia - RN
3188,br;rio.grande.norte;francisco.dantas,"Francisco Dantas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Francisco Dantas - RN
3189,br;rio.grande.norte;frutuoso.gomes,"Frutuoso Gomes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Frutuoso Gomes - RN
3190,br;rio.grande.norte;galinhos,"Galinhos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Galinhos - RN
3191,br;rio.grande.norte;goianinha,"Goianinha - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Goianinha - RN
3192,br;rio.grande.norte;governador.dix.sept.rosado,"Governador Dix-Sept Rosado - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Governador Dix-Sept Rosado - RN
3193,br;rio.grande.norte;grossos,"Grossos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Grossos - RN
3194,br;rio.grande.norte;guamare,"Guamaré - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Guamaré - RN
3195,br;rio.grande.norte;ielmo.marinho,"Ielmo Marinho - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ielmo Marinho - RN
3196,br;rio.grande.norte;ipanguacu,"Ipanguaçu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ipanguaçu - RN
3197,br;rio.grande.norte;ipueira,"Ipueira - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ipueira - RN
3198,br;rio.grande.norte;itaja,"Itajá - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Itajá - RN
3199,br;rio.grande.norte;itau,"Itaú - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Itaú - RN
3200,br;rio.grande.norte;jacana,"Jaçanã - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jaçanã - RN
3201,br;rio.grande.norte;jandaira,"Jandaíra - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jandaíra - RN
3202,br;rio.grande.norte;janduis,"Janduís - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Janduís - RN
3203,br;rio.grande.norte;boa.saude,"Boa Saúde - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Boa Saúde - RN
3204,br;rio.grande.norte;japi,"Japi - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Japi - RN
3205,br;rio.grande.norte;jardim.angicos,"Jardim de Angicos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jardim de Angicos - RN
3206,br;rio.grande.norte;jardim.piranhas,"Jardim de Piranhas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jardim de Piranhas - RN
3207,br;rio.grande.norte;jardim.serido,"Jardim do Seridó - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jardim do Seridó - RN
3208,br;rio.grande.norte;joao.camara,"João Câmara - RN",pt-BR,,#br;rio.grande.norte,,Municípios::João Câmara - RN
3209,br;rio.grande.norte;joao.dias,"João Dias - RN",pt-BR,,#br;rio.grande.norte,,Municípios::João Dias - RN
3210,br;rio.grande.norte;jose.penha,"José da Penha - RN",pt-BR,,#br;rio.grande.norte,,Municípios::José da Penha - RN
3211,br;rio.grande.norte;jucurutu,"Jucurutu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jucurutu - RN
3212,br;rio.grande.norte;jundia,"Jundiá - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Jundiá - RN
3213,br;rio.grande.norte;lagoa.d.anta,"Lagoa d'Anta - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lagoa d'Anta - RN
3214,br;rio.grande.norte;lagoa.pedras,"Lagoa de Pedras - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lagoa de Pedras - RN
3215,br;rio.grande.norte;lagoa.velhos,"Lagoa de Velhos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lagoa de Velhos - RN
3216,br;rio.grande.norte;lagoa.nova,"Lagoa Nova - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lagoa Nova - RN
3217,br;rio.grande.norte;lagoa.salgada,"Lagoa Salgada - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lagoa Salgada - RN
3218,br;rio.grande.norte;lajes,"Lajes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lajes - RN
3219,br;rio.grande.norte;lajes.pintadas,"Lajes Pintadas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lajes Pintadas - RN
3220,br;rio.grande.norte;lucrecia,"Lucrécia - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Lucrécia - RN
3221,br;rio.grande.norte;luis.gomes,"Luís Gomes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Luís Gomes - RN
3222,br;rio.grande.norte;macaiba,"Macaíba - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Macaíba - RN
3223,br;rio.grande.norte;macau,"Macau - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Macau - RN
3224,br;rio.grande.norte;major.sales,"Major Sales - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Major Sales - RN
3225,br;rio.grande.norte;marcelino.vieira,"Marcelino Vieira - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Marcelino Vieira - RN
3226,br;rio.grande.norte;martins,"Martins - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Martins - RN
3227,br;rio.grande.norte;maxaranguape,"Maxaranguape - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Maxaranguape - RN
3228,br;rio.grande.norte;messias.targino,"Messias Targino - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Messias Targino - RN
3229,br;rio.grande.norte;montanhas,"Montanhas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Montanhas - RN
3230,br;rio.grande.norte;monte.alegre,"Monte Alegre - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Monte Alegre - RN
3231,br;rio.grande.norte;monte.gameleiras,"Monte das Gameleiras - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Monte das Gameleiras - RN
3232,br;rio.grande.norte;mossoro,"Mossoró - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Mossoró - RN
3233,br;rio.grande.norte;natal,"Natal - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Natal - RN
3234,br;rio.grande.norte;nisia.floresta,"Nísia Floresta - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Nísia Floresta - RN
3235,br;rio.grande.norte;nova.cruz,"Nova Cruz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Nova Cruz - RN
3236,br;rio.grande.norte;olho.d.agua.borges,"Olho-d'Água do Borges - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Olho-d'Água do Borges - RN
3237,br;rio.grande.norte;ouro.branco,"Ouro Branco - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ouro Branco - RN
3238,br;rio.grande.norte;parana,"Paraná - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Paraná - RN
3239,br;rio.grande.norte;parau,"Paraú - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Paraú - RN
3240,br;rio.grande.norte;parazinho,"Parazinho - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Parazinho - RN
3241,br;rio.grande.norte;parelhas,"Parelhas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Parelhas - RN
3242,br;rio.grande.norte;rio.fogo,"Rio do Fogo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Rio do Fogo - RN
3243,br;rio.grande.norte;passa.fica,"Passa e Fica - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Passa e Fica - RN
3244,br;rio.grande.norte;passagem,"Passagem - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Passagem - RN
3245,br;rio.grande.norte;patu,"Patu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Patu - RN
3246,br;rio.grande.norte;santa.maria,"Santa Maria - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Santa Maria - RN
3247,br;rio.grande.norte;pau.ferros,"Pau dos Ferros - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pau dos Ferros - RN
3248,br;rio.grande.norte;pedra.grande,"Pedra Grande - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pedra Grande - RN
3249,br;rio.grande.norte;pedra.preta,"Pedra Preta - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pedra Preta - RN
3250,br;rio.grande.norte;pedro.avelino,"Pedro Avelino - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pedro Avelino - RN
3251,br;rio.grande.norte;pedro.velho,"Pedro Velho - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pedro Velho - RN
3252,br;rio.grande.norte;pendencias,"Pendências - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pendências - RN
3253,br;rio.grande.norte;piloes,"Pilões - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pilões - RN
3254,br;rio.grande.norte;poco.branco,"Poço Branco - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Poço Branco - RN
3255,br;rio.grande.norte;portalegre,"Portalegre - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Portalegre - RN
3256,br;rio.grande.norte;porto.mangue,"Porto do Mangue - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Porto do Mangue - RN
3257,br;rio.grande.norte;presidente.juscelino,"Presidente Juscelino - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Presidente Juscelino - RN
3258,br;rio.grande.norte;pureza,"Pureza - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Pureza - RN
3259,br;rio.grande.norte;rafael.fernandes,"Rafael Fernandes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Rafael Fernandes - RN
3260,br;rio.grande.norte;rafael.godeiro,"Rafael Godeiro - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Rafael Godeiro - RN
3261,br;rio.grande.norte;riacho.cruz,"Riacho da Cruz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Riacho da Cruz - RN
3262,br;rio.grande.norte;riacho.santana,"Riacho de Santana - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Riacho de Santana - RN
3263,br;rio.grande.norte;riachuelo,"Riachuelo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Riachuelo - RN
3264,br;rio.grande.norte;rodolfo.fernandes,"Rodolfo Fernandes - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Rodolfo Fernandes - RN
3265,br;rio.grande.norte;tibau,"Tibau - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Tibau - RN
3266,br;rio.grande.norte;ruy.barbosa,"Ruy Barbosa - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Ruy Barbosa - RN
3267,br;rio.grande.norte;santa.cruz,"Santa Cruz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Santa Cruz - RN
3268,br;rio.grande.norte;santana.matos,"Santana do Matos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Santana do Matos - RN
3269,br;rio.grande.norte;santana.serido,"Santana do Seridó - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Santana do Seridó - RN
3270,br;rio.grande.norte;santo.antonio,"Santo Antônio - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Santo Antônio - RN
3271,br;rio.grande.norte;sao.bento.norte,"São Bento do Norte - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Bento do Norte - RN
3272,br;rio.grande.norte;sao.bento.trairi,"São Bento do Trairí - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Bento do Trairí - RN
3273,br;rio.grande.norte;sao.fernando,"São Fernando - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Fernando - RN
3274,br;rio.grande.norte;sao.francisco.oeste,"São Francisco do Oeste - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Francisco do Oeste - RN
3275,br;rio.grande.norte;sao.goncalo.amarante,"São Gonçalo do Amarante - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Gonçalo do Amarante - RN
3276,br;rio.grande.norte;sao.joao.sabugi,"São João do Sabugi - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São João do Sabugi - RN
3277,br;rio.grande.norte;sao.jose.mipibu,"São José de Mipibu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São José de Mipibu - RN
3278,br;rio.grande.norte;sao.jose.campestre,"São José do Campestre - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São José do Campestre - RN
3279,br;rio.grande.norte;sao.jose.serido,"São José do Seridó - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São José do Seridó - RN
3280,br;rio.grande.norte;sao.miguel,"São Miguel - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Miguel - RN
3281,br;rio.grande.norte;sao.miguel.gostoso,"São Miguel do Gostoso - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Miguel do Gostoso - RN
3282,br;rio.grande.norte;sao.paulo.potengi,"São Paulo do Potengi - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Paulo do Potengi - RN
3283,br;rio.grande.norte;sao.pedro,"São Pedro - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Pedro - RN
3284,br;rio.grande.norte;sao.rafael,"São Rafael - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Rafael - RN
3285,br;rio.grande.norte;sao.tome,"São Tomé - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Tomé - RN
3286,br;rio.grande.norte;sao.vicente,"São Vicente - RN",pt-BR,,#br;rio.grande.norte,,Municípios::São Vicente - RN
3287,br;rio.grande.norte;senador.eloi.souza,"Senador Elói de Souza - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Senador Elói de Souza - RN
3288,br;rio.grande.norte;senador.georgino.avelino,"Senador Georgino Avelino - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Senador Georgino Avelino - RN
3289,br;rio.grande.norte;serra.sao.bento,"Serra de São Bento - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Serra de São Bento - RN
3290,br;rio.grande.norte;serra.mel,"Serra do Mel - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Serra do Mel - RN
3291,br;rio.grande.norte;serra.negra.norte,"Serra Negra do Norte - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Serra Negra do Norte - RN
3292,br;rio.grande.norte;serrinha,"Serrinha - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Serrinha - RN
3293,br;rio.grande.norte;serrinha.pintos,"Serrinha dos Pintos - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Serrinha dos Pintos - RN
3294,br;rio.grande.norte;severiano.melo,"Severiano Melo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Severiano Melo - RN
3295,br;rio.grande.norte;sitio.novo,"Sítio Novo - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Sítio Novo - RN
3296,br;rio.grande.norte;taboleiro.grande,"Taboleiro Grande - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Taboleiro Grande - RN
3297,br;rio.grande.norte;taipu,"Taipu - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Taipu - RN
3298,br;rio.grande.norte;tangara,"Tangará - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Tangará - RN
3299,br;rio.grande.norte;tenente.ananias,"Tenente Ananias - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Tenente Ananias - RN
3300,br;rio.grande.norte;tenente.laurentino.cruz,"Tenente Laurentino Cruz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Tenente Laurentino Cruz - RN
3301,br;rio.grande.norte;tibau.sul,"Tibau do Sul - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Tibau do Sul - RN
3302,br;rio.grande.norte;timbauba.batistas,"Timbaúba dos Batistas - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Timbaúba dos Batistas - RN
3303,br;rio.grande.norte;touros,"Touros - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Touros - RN
3304,br;rio.grande.norte;triunfo.potiguar,"Triunfo Potiguar - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Triunfo Potiguar - RN
3305,br;rio.grande.norte;umarizal,"Umarizal - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Umarizal - RN
3306,br;rio.grande.norte;upanema,"Upanema - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Upanema - RN
3307,br;rio.grande.norte;varzea,"Várzea - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Várzea - RN
3308,br;rio.grande.norte;venha.ver,"Venha-Ver - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Venha-Ver - RN
3309,br;rio.grande.norte;vera.cruz,"Vera Cruz - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Vera Cruz - RN
3310,br;rio.grande.norte;vicosa,"Viçosa - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Viçosa - RN
3311,br;rio.grande.norte;vila.flor,"Vila Flor - RN",pt-BR,,#br;rio.grande.norte,,Municípios::Vila Flor - RN
3312,br;paraiba;agua.branca,"Água Branca - PB",pt-BR,,#br;paraiba,,Municípios::Água Branca - PB
3313,br;paraiba;aguiar,"Aguiar - PB",pt-BR,,#br;paraiba,,Municípios::Aguiar - PB
3314,br;paraiba;alagoa.grande,"Alagoa Grande - PB",pt-BR,,#br;paraiba,,Municípios::Alagoa Grande - PB
3315,br;paraiba;alagoa.nova,"Alagoa Nova - PB",pt-BR,,#br;paraiba,,Municípios::Alagoa Nova - PB
3316,br;paraiba;alagoinha,"Alagoinha - PB",pt-BR,,#br;paraiba,,Municípios::Alagoinha - PB
3317,br;paraiba;alcantil,"Alcantil - PB",pt-BR,,#br;paraiba,,Municípios::Alcantil - PB
3318,br;paraiba;algodao.jandaira,"Algodão de Jandaíra - PB",pt-BR,,#br;paraiba,,Municípios::Algodão de Jandaíra - PB
3319,br;paraiba;alhandra,"Alhandra - PB",pt-BR,,#br;paraiba,,Municípios::Alhandra - PB
3320,br;paraiba;sao.joao.rio.peixe,"São João do Rio do Peixe - PB",pt-BR,,#br;paraiba,,Municípios::São João do Rio do Peixe - PB
3321,br;paraiba;amparo,"Amparo - PB",pt-BR,,#br;paraiba,,Municípios::Amparo - PB
3322,br;paraiba;aparecida,"Aparecida - PB",pt-BR,,#br;paraiba,,Municípios::Aparecida - PB
3323,br;paraiba;aracagi,"Araçagi - PB",pt-BR,,#br;paraiba,,Municípios::Araçagi - PB
3324,br;paraiba;arara,"Arara - PB",pt-BR,,#br;paraiba,,Municípios::Arara - PB
3325,br;paraiba;araruna,"Araruna - PB",pt-BR,,#br;paraiba,,Municípios::Araruna - PB
3326,br;paraiba;areia,"Areia - PB",pt-BR,,#br;paraiba,,Municípios::Areia - PB
3327,br;paraiba;areia.baraunas,"Areia de Baraúnas - PB",pt-BR,,#br;paraiba,,Municípios::Areia de Baraúnas - PB
3328,br;paraiba;areial,"Areial - PB",pt-BR,,#br;paraiba,,Municípios::Areial - PB
3329,br;paraiba;aroeiras,"Aroeiras - PB",pt-BR,,#br;paraiba,,Municípios::Aroeiras - PB
3330,br;paraiba;assuncao,"Assunção - PB",pt-BR,,#br;paraiba,,Municípios::Assunção - PB
3331,br;paraiba;baia.traicao,"Baía da Traição - PB",pt-BR,,#br;paraiba,,Municípios::Baía da Traição - PB
3332,br;paraiba;bananeiras,"Bananeiras - PB",pt-BR,,#br;paraiba,,Municípios::Bananeiras - PB
3333,br;paraiba;barauna,"Baraúna - PB",pt-BR,,#br;paraiba,,Municípios::Baraúna - PB
3334,br;paraiba;barra.santana,"Barra de Santana - PB",pt-BR,,#br;paraiba,,Municípios::Barra de Santana - PB
