id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
325,br;minas.gerais;conceicao.ouros,"Conceição dos Ouros - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição dos Ouros - MG
326,br;minas.gerais;conego.marinho,"Cônego Marinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Cônego Marinho - MG
327,br;minas.gerais;confins,"Confins - MG",pt-BR,,#br;minas.gerais,,Municípios::Confins - MG
328,br;minas.gerais;congonhal,"Congonhal - MG",pt-BR,,#br;minas.gerais,,Municípios::Congonhal - MG
329,br;minas.gerais;congonhas,"Congonhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Congonhas - MG
330,br;minas.gerais;congonhas.norte,"Congonhas do Norte - MG",pt-BR,,#br;minas.gerais,,Municípios::Congonhas do Norte - MG
331,br;minas.gerais;conquista,"Conquista - MG",pt-BR,,#br;minas.gerais,,Municípios::Conquista - MG
332,br;minas.gerais;conselheiro.lafaiete,"Conselheiro Lafaiete - MG",pt-BR,,#br;minas.gerais,,Municípios::Conselheiro Lafaiete - MG
333,br;minas.gerais;conselheiro.pena,"Conselheiro Pena - MG",pt-BR,,#br;minas.gerais,,Municípios::Conselheiro Pena - MG
334,br;minas.gerais;consolacao,"Consolação - MG",pt-BR,,#br;minas.gerais,,Municípios::Consolação - MG
335,br;minas.gerais;contagem,"Contagem - MG",pt-BR,,#br;minas.gerais,,Municípios::Contagem - MG
336,br;minas.gerais;coqueiral,"Coqueiral - MG",pt-BR,,#br;minas.gerais,,Municípios::Coqueiral - MG
337,br;minas.gerais;coracao.jesus,"Coração de Jesus - MG",pt-BR,,#br;minas.gerais,,Municípios::Coração de Jesus - MG
338,br;minas.gerais;cordisburgo,"Cordisburgo - MG",pt-BR,,#br;minas.gerais,,Municípios::Cordisburgo - MG
339,br;minas.gerais;cordislandia,"Cordislândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Cordislândia - MG
340,br;minas.gerais;corinto,"Corinto - MG",pt-BR,,#br;minas.gerais,,Municípios::Corinto - MG
341,br;minas.gerais;coroaci,"Coroaci - MG",pt-BR,,#br;minas.gerais,,Municípios::Coroaci - MG
342,br;minas.gerais;coromandel,"Coromandel - MG",pt-BR,,#br;minas.gerais,,Municípios::Coromandel - MG
343,br;minas.gerais;coronel.fabriciano,"Coronel Fabriciano - MG",pt-BR,,#br;minas.gerais,,Municípios::Coronel Fabriciano - MG
344,br;minas.gerais;coronel.murta,"Coronel Murta - MG",pt-BR,,#br;minas.gerais,,Municípios::Coronel Murta - MG
345,br;minas.gerais;coronel.pacheco,"Coronel Pacheco - MG",pt-BR,,#br;minas.gerais,,Municípios::Coronel Pacheco - MG
346,br;minas.gerais;coronel.xavier.chaves,"Coronel Xavier Chaves - MG",pt-BR,,#br;minas.gerais,,Municípios::Coronel Xavier Chaves - MG
347,br;minas.gerais;corrego.danta,"Córrego Danta - MG",pt-BR,,#br;minas.gerais,,Municípios::Córrego Danta - MG
348,br;minas.gerais;corrego.bom.jesus,"Córrego do Bom Jesus - MG",pt-BR,,#br;minas.gerais,,Municípios::Córrego do Bom Jesus - MG
349,br;minas.gerais;corrego.fundo,"Córrego Fundo - MG",pt-BR,,#br;minas.gerais,,Municípios::Córrego Fundo - MG
350,br;minas.gerais;corrego.novo,"Córrego Novo - MG",pt-BR,,#br;minas.gerais,,Municípios::Córrego Novo - MG
351,br;minas.gerais;couto.magalhaes.minas,"Couto de Magalhães de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Couto de Magalhães de Minas - MG
352,br;minas.gerais;crisolita,"Crisólita - MG",pt-BR,,#br;minas.gerais,,Municípios::Crisólita - MG
353,br;minas.gerais;cristais,"Cristais - MG",pt-BR,,#br;minas.gerais,,Municípios::Cristais - MG
354,br;minas.gerais;cristalia,"Cristália - MG",pt-BR,,#br;minas.gerais,,Municípios::Cristália - MG
355,br;minas.gerais;cristiano.otoni,"Cristiano Otoni - MG",pt-BR,,#br;minas.gerais,,Municípios::Cristiano Otoni - MG
356,br;minas.gerais;cristina,"Cristina - MG",pt-BR,,#br;minas.gerais,,Municípios::Cristina - MG
357,br;minas.gerais;crucilandia,"Crucilândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Crucilândia - MG
358,br;minas.gerais;cruzeiro.fortaleza,"Cruzeiro da Fortaleza - MG",pt-BR,,#br;minas.gerais,,Municípios::Cruzeiro da Fortaleza - MG
359,br;minas.gerais;cruzilia,"Cruzília - MG",pt-BR,,#br;minas.gerais,,Municípios::Cruzília - MG
360,br;minas.gerais;cuparaque,"Cuparaque - MG",pt-BR,,#br;minas.gerais,,Municípios::Cuparaque - MG
361,br;minas.gerais;curral.dentro,"Curral de Dentro - MG",pt-BR,,#br;minas.gerais,,Municípios::Curral de Dentro - MG
362,br;minas.gerais;curvelo,"Curvelo - MG",pt-BR,,#br;minas.gerais,,Municípios::Curvelo - MG
363,br;minas.gerais;datas,"Datas - MG",pt-BR,,#br;minas.gerais,,Municípios::Datas - MG
364,br;minas.gerais;delfim.moreira,"Delfim Moreira - MG",pt-BR,,#br;minas.gerais,,Municípios::Delfim Moreira - MG
365,br;minas.gerais;delfinopolis,"Delfinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Delfinópolis - MG
366,br;minas.gerais;delta,"Delta - MG",pt-BR,,#br;minas.gerais,,Municípios::Delta - MG
367,br;minas.gerais;descoberto,"Descoberto - MG",pt-BR,,#br;minas.gerais,,Municípios::Descoberto - MG
368,br;minas.gerais;desterro.entre.rios,"Desterro de Entre Rios - MG",pt-BR,,#br;minas.gerais,,Municípios::Desterro de Entre Rios - MG
369,br;minas.gerais;desterro.melo,"Desterro do Melo - MG",pt-BR,,#br;minas.gerais,,Municípios::Desterro do Melo - MG
370,br;minas.gerais;diamantina,"Diamantina - MG",pt-BR,,#br;minas.gerais,,Municípios::Diamantina - MG
371,br;minas.gerais;diogo.vasconcelos,"Diogo de Vasconcelos - MG",pt-BR,,#br;minas.gerais,,Municípios::Diogo de Vasconcelos - MG
372,br;minas.gerais;dionisio,"Dionísio - MG",pt-BR,,#br;minas.gerais,,Municípios::Dionísio - MG
373,br;minas.gerais;divinesia,"Divinésia - MG",pt-BR,,#br;minas.gerais,,Municípios::Divinésia - MG
374,br;minas.gerais;divino,"Divino - MG",pt-BR,,#br;minas.gerais,,Municípios::Divino - MG
375,br;minas.gerais;divino.laranjeiras,"Divino das Laranjeiras - MG",pt-BR,,#br;minas.gerais,,Municípios::Divino das Laranjeiras - MG
376,br;minas.gerais;divinolandia.minas,"Divinolândia de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Divinolândia de Minas - MG
377,br;minas.gerais;divisa.alegre,"Divisa Alegre - MG",pt-BR,,#br;minas.gerais,,Municípios::Divisa Alegre - MG
378,br;minas.gerais;divisa.nova,"Divisa Nova - MG",pt-BR,,#br;minas.gerais,,Municípios::Divisa Nova - MG
379,br;minas.gerais;divisopolis,"Divisópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Divisópolis - MG
380,br;minas.gerais;dom.bosco,"Dom Bosco - MG",pt-BR,,#br;minas.gerais,,Municípios::Dom Bosco - MG
381,br;minas.gerais;dom.cavati,"Dom Cavati - MG",pt-BR,,#br;minas.gerais,,Municípios::Dom Cavati - MG
382,br;minas.gerais;dom.joaquim,"Dom Joaquim - MG",pt-BR,,#br;minas.gerais,,Municípios::Dom Joaquim - MG
383,br;minas.gerais;dom.silverio,"Dom Silvério - MG",pt-BR,,#br;minas.gerais,,Municípios::Dom Silvério - MG
384,br;minas.gerais;dom.vicoso,"Dom Viçoso - MG",pt-BR,,#br;minas.gerais,,Municípios::Dom Viçoso - MG
385,br;minas.gerais;dona.eusebia,"Dona Eusébia - MG",pt-BR,,#br;minas.gerais,,Municípios::Dona Eusébia - MG
386,br;minas.gerais;dores.campos,"Dores de Campos - MG",pt-BR,,#br;minas.gerais,,Municípios::Dores de Campos - MG
387,br;minas.gerais;dores.guanhaes,"Dores de Guanhães - MG",pt-BR,,#br;minas.gerais,,Municípios::Dores de Guanhães - MG
388,br;minas.gerais;dores.indaia,"Dores do Indaiá - MG",pt-BR,,#br;minas.gerais,,Municípios::Dores do Indaiá - MG
389,br;minas.gerais;dores.turvo,"Dores do Turvo - MG",pt-BR,,#br;minas.gerais,,Municípios::Dores do Turvo - MG
390,br;minas.gerais;doresopolis,"Doresópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Doresópolis - MG
391,br;minas.gerais;douradoquara,"Douradoquara - MG",pt-BR,,#br;minas.gerais,,Municípios::Douradoquara - MG
392,br;minas.gerais;durande,"Durandé - MG",pt-BR,,#br;minas.gerais,,Municípios::Durandé - MG
393,br;minas.gerais;eloi.mendes,"Elói Mendes - MG",pt-BR,,#br;minas.gerais,,Municípios::Elói Mendes - MG
394,br;minas.gerais;engenheiro.caldas,"Engenheiro Caldas - MG",pt-BR,,#br;minas.gerais,,Municípios::Engenheiro Caldas - MG
395,br;minas.gerais;engenheiro.navarro,"Engenheiro Navarro - MG",pt-BR,,#br;minas.gerais,,Municípios::Engenheiro Navarro - MG
396,br;minas.gerais;entre.folhas,"Entre Folhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Entre Folhas - MG
397,br;minas.gerais;entre.rios.minas,"Entre Rios de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Entre Rios de Minas - MG
398,br;minas.gerais;ervalia,"Ervália - MG",pt-BR,,#br;minas.gerais,,Municípios::Ervália - MG
399,br;minas.gerais;esmeraldas,"Esmeraldas - MG",pt-BR,,#br;minas.gerais,,Municípios::Esmeraldas - MG
400,br;minas.gerais;espera.feliz,"Espera Feliz - MG",pt-BR,,#br;minas.gerais,,Municípios::Espera Feliz - MG
401,br;minas.gerais;espinosa,"Espinosa - MG",pt-BR,,#br;minas.gerais,,Municípios::Espinosa - MG
402,br;minas.gerais;espirito.santo.dourado,"Espírito Santo do Dourado - MG",pt-BR,,#br;minas.gerais,,Municípios::Espírito Santo do Dourado - MG
403,br;minas.gerais;estiva,"Estiva - MG",pt-BR,,#br;minas.gerais,,Municípios::Estiva - MG
404,br;minas.gerais;estrela.dalva,"Estrela Dalva - MG",pt-BR,,#br;minas.gerais,,Municípios::Estrela Dalva - MG
405,br;minas.gerais;estrela.indaia,"Estrela do Indaiá - MG",pt-BR,,#br;minas.gerais,,Municípios::Estrela do Indaiá - MG
406,br;minas.gerais;estrela.sul,"Estrela do Sul - MG",pt-BR,,#br;minas.gerais,,Municípios::Estrela do Sul - MG
407,br;minas.gerais;eugenopolis,"Eugenópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Eugenópolis - MG
408,br;minas.gerais;ewbank.camara,"Ewbank da Câmara - MG",pt-BR,,#br;minas.gerais,,Municípios::Ewbank da Câmara - MG
409,br;minas.gerais;extrema,"Extrema - MG",pt-BR,,#br;minas.gerais,,Municípios::Extrema - MG
410,br;minas.gerais;fama,"Fama - MG",pt-BR,,#br;minas.gerais,,Municípios::Fama - MG
411,br;minas.gerais;faria.lemos,"Faria Lemos - MG",pt-BR,,#br;minas.gerais,,Municípios::Faria Lemos - MG
412,br;minas.gerais;felicio.santos,"Felício dos Santos - MG",pt-BR,,#br;minas.gerais,,Municípios::Felício dos Santos - MG
413,br;minas.gerais;felixlandia,"Felixlândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Felixlândia - MG
414,br;minas.gerais;felisburgo,"Felisburgo - MG",pt-BR,,#br;minas.gerais,,Municípios::Felisburgo - MG
415,br;minas.gerais;fernandes.tourinho,"Fernandes Tourinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Fernandes Tourinho - MG
416,br;minas.gerais;ferros,"Ferros - MG",pt-BR,,#br;minas.gerais,,Municípios::Ferros - MG
417,br;minas.gerais;fervedouro,"Fervedouro - MG",pt-BR,,#br;minas.gerais,,Municípios::Fervedouro - MG
418,br;minas.gerais;florestal,"Florestal - MG",pt-BR,,#br;minas.gerais,,Municípios::Florestal - MG
419,br;minas.gerais;formiga,"Formiga - MG",pt-BR,,#br;minas.gerais,,Municípios::Formiga - MG
420,br;minas.gerais;formoso,"Formoso - MG",pt-BR,,#br;minas.gerais,,Municípios::Formoso - MG
421,br;minas.gerais;fortaleza.minas,"Fortaleza de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Fortaleza de Minas - MG
422,br;minas.gerais;fortuna.minas,"Fortuna de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Fortuna de Minas - MG
423,br;minas.gerais;francisco.badaro,"Francisco Badaró - MG",pt-BR,,#br;minas.gerais,,Municípios::Francisco Badaró - MG
424,br;minas.gerais;francisco.dumont,"Francisco Dumont - MG",pt-BR,,#br;minas.gerais,,Municípios::Francisco Dumont - MG
425,br;minas.gerais;francisco.sa,"Francisco Sá - MG",pt-BR,,#br;minas.gerais,,Municípios::Francisco Sá - MG
426,br;minas.gerais;franciscopolis,"Franciscópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Franciscópolis - MG
427,br;minas.gerais;frei.gaspar,"Frei Gaspar - MG",pt-BR,,#br;minas.gerais,,Municípios::Frei Gaspar - MG
428,br;minas.gerais;frei.inocencio,"Frei Inocêncio - MG",pt-BR,,#br;minas.gerais,,Municípios::Frei Inocêncio - MG
429,br;minas.gerais;frei.lagonegro,"Frei Lagonegro - MG",pt-BR,,#br;minas.gerais,,Municípios::Frei Lagonegro - MG
430,br;minas.gerais;fronteira,"Fronteira - MG",pt-BR,,#br;minas.gerais,,Municípios::Fronteira - MG
431,br;minas.gerais;fronteira.vales,"Fronteira dos Vales - MG",pt-BR,,#br;minas.gerais,,Municípios::Fronteira dos Vales - MG
432,br;minas.gerais;fruta.leite,"Fruta de Leite - MG",pt-BR,,#br;minas.gerais,,Municípios::Fruta de Leite - MG
433,br;minas.gerais;frutal,"Frutal - MG",pt-BR,,#br;minas.gerais,,Municípios::Frutal - MG
434,br;minas.gerais;funilandia,"Funilândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Funilândia - MG
435,br;minas.gerais;galileia,"Galiléia - MG",pt-BR,,#br;minas.gerais,,Municípios::Galiléia - MG
436,br;minas.gerais;gameleiras,"Gameleiras - MG",pt-BR,,#br;minas.gerais,,Municípios::Gameleiras - MG
437,br;minas.gerais;glaucilandia,"Glaucilândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Glaucilândia - MG
438,br;minas.gerais;goiabeira,"Goiabeira - MG",pt-BR,,#br;minas.gerais,,Municípios::Goiabeira - MG
439,br;minas.gerais;goiana,"Goianá - MG",pt-BR,,#br;minas.gerais,,Municípios::Goianá - MG
440,br;minas.gerais;goncalves,"Gonçalves - MG",pt-BR,,#br;minas.gerais,,Municípios::Gonçalves - MG
441,br;minas.gerais;gonzaga,"Gonzaga - MG",pt-BR,,#br;minas.gerais,,Municípios::Gonzaga - MG
442,br;minas.gerais;gouveia,"Gouveia - MG",pt-BR,,#br;minas.gerais,,Municípios::Gouveia - MG
443,br;minas.gerais;governador.valadares,"Governador Valadares - MG",pt-BR,,#br;minas.gerais,,Municípios::Governador Valadares - MG
444,br;minas.gerais;grao.mogol,"Grão Mogol - MG",pt-BR,,#br;minas.gerais,,Municípios::Grão Mogol - MG
445,br;minas.gerais;grupiara,"Grupiara - MG",pt-BR,,#br;minas.gerais,,Municípios::Grupiara - MG
446,br;minas.gerais;guanhaes,"Guanhães - MG",pt-BR,,#br;minas.gerais,,Municípios::Guanhães - MG
447,br;minas.gerais;guape,"Guapé - MG",pt-BR,,#br;minas.gerais,,Municípios::Guapé - MG
448,br;minas.gerais;guaraciaba,"Guaraciaba - MG",pt-BR,,#br;minas.gerais,,Municípios::Guaraciaba - MG
449,br;minas.gerais;guaraciama,"Guaraciama - MG",pt-BR,,#br;minas.gerais,,Municípios::Guaraciama - MG
450,br;minas.gerais;guaranesia,"Guaranésia - MG",pt-BR,,#br;minas.gerais,,Municípios::Guaranésia - MG
451,br;minas.gerais;guarani,"Guarani - MG",pt-BR,,#br;minas.gerais,,Municípios::Guarani - MG
452,br;minas.gerais;guarara,"Guarará - MG",pt-BR,,#br;minas.gerais,,Municípios::Guarará - MG
453,br;minas.gerais;guarda.mor,"Guarda-Mor - MG",pt-BR,,#br;minas.gerais,,Municípios::Guarda-Mor - MG
454,br;minas.gerais;guaxupe,"Guaxupé - MG",pt-BR,,#br;minas.gerais,,Municípios::Guaxupé - MG
455,br;minas.gerais;guidoval,"Guidoval - MG",pt-BR,,#br;minas.gerais,,Municípios::Guidoval - MG
456,br;minas.gerais;guimarania,"Guimarânia - MG",pt-BR,,#br;minas.gerais,,Municípios::Guimarânia - MG
457,br;minas.gerais;guiricema,"Guiricema - MG",pt-BR,,#br;minas.gerais,,Municípios::Guiricema - MG
458,br;minas.gerais;gurinhata,"Gurinhatã - MG",pt-BR,,#br;minas.gerais,,Municípios::Gurinhatã - MG
459,br;minas.gerais;heliodora,"Heliodora - MG",pt-BR,,#br;minas.gerais,,Municípios::Heliodora - MG
460,br;minas.gerais;iapu,"Iapu - MG",pt-BR,,#br;minas.gerais,,Municípios::Iapu - MG
461,br;minas.gerais;ibertioga,"Ibertioga - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibertioga - MG
462,br;minas.gerais;ibia,"Ibiá - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibiá - MG
463,br;minas.gerais;ibiai,"Ibiaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibiaí - MG
464,br;minas.gerais;ibiracatu,"Ibiracatu - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibiracatu - MG
465,br;minas.gerais;ibiraci,"Ibiraci - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibiraci - MG
466,br;minas.gerais;ibirite,"Ibirité - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibirité - MG
467,br;minas.gerais;ibitiura.minas,"Ibitiúra de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibitiúra de Minas - MG
468,br;minas.gerais;ibituruna,"Ibituruna - MG",pt-BR,,#br;minas.gerais,,Municípios::Ibituruna - MG
469,br;minas.gerais;icarai.minas,"Icaraí de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Icaraí de Minas - MG
470,br;minas.gerais;igarape,"Igarapé - MG",pt-BR,,#br;minas.gerais,,Municípios::Igarapé - MG
471,br;minas.gerais;igaratinga,"Igaratinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Igaratinga - MG
472,br;minas.gerais;iguatama,"Iguatama - MG",pt-BR,,#br;minas.gerais,,Municípios::Iguatama - MG
473,br;minas.gerais;ijaci,"Ijaci - MG",pt-BR,,#br;minas.gerais,,Municípios::Ijaci - MG
474,br;minas.gerais;ilicinea,"Ilicínea - MG",pt-BR,,#br;minas.gerais,,Municípios::Ilicínea - MG
475,br;minas.gerais;imbe.minas,"Imbé de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Imbé de Minas - MG
476,br;minas.gerais;inconfidentes,"Inconfidentes - MG",pt-BR,,#br;minas.gerais,,Municípios::Inconfidentes - MG
477,br;minas.gerais;indaiabira,"Indaiabira - MG",pt-BR,,#br;minas.gerais,,Municípios::Indaiabira - MG
478,br;minas.gerais;indianopolis,"Indianópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Indianópolis - MG
479,br;minas.gerais;ingai,"Ingaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Ingaí - MG
480,br;minas.gerais;inhapim,"Inhapim - MG",pt-BR,,#br;minas.gerais,,Municípios::Inhapim - MG
481,br;minas.gerais;inhauma,"Inhaúma - MG",pt-BR,,#br;minas.gerais,,Municípios::Inhaúma - MG
482,br;minas.gerais;inimutaba,"Inimutaba - MG",pt-BR,,#br;minas.gerais,,Municípios::Inimutaba - MG
483,br;minas.gerais;ipaba,"Ipaba - MG",pt-BR,,#br;minas.gerais,,Municípios::Ipaba - MG
484,br;minas.gerais;ipanema,"Ipanema - MG",pt-BR,,#br;minas.gerais,,Municípios::Ipanema - MG
485,br;minas.gerais;ipatinga,"Ipatinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Ipatinga - MG
486,br;minas.gerais;ipiacu,"Ipiaçu - MG",pt-BR,,#br;minas.gerais,,Municípios::Ipiaçu - MG
487,br;minas.gerais;ipuiuna,"Ipuiuna - MG",pt-BR,,#br;minas.gerais,,Municípios::Ipuiuna - MG
488,br;minas.gerais;irai.minas,"Iraí de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Iraí de Minas - MG
489,br;minas.gerais;itabira,"Itabira - MG",pt-BR,,#br;minas.gerais,,Municípios::Itabira - MG
490,br;minas.gerais;itabirinha,"Itabirinha - MG",pt-BR,,#br;minas.gerais,,Municípios::Itabirinha - MG
491,br;minas.gerais;itabirito,"Itabirito - MG",pt-BR,,#br;minas.gerais,,Municípios::Itabirito - MG
492,br;minas.gerais;itacambira,"Itacambira - MG",pt-BR,,#br;minas.gerais,,Municípios::Itacambira - MG
493,br;minas.gerais;itacarambi,"Itacarambi - MG",pt-BR,,#br;minas.gerais,,Municípios::Itacarambi - MG
494,br;minas.gerais;itaguara,"Itaguara - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaguara - MG
495,br;minas.gerais;itaipe,"Itaipé - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaipé - MG
496,br;minas.gerais;itajuba,"Itajubá - MG",pt-BR,,#br;minas.gerais,,Municípios::Itajubá - MG
497,br;minas.gerais;itamarandiba,"Itamarandiba - MG",pt-BR,,#br;minas.gerais,,Municípios::Itamarandiba - MG
498,br;minas.gerais;itamarati.minas,"Itamarati de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Itamarati de Minas - MG
499,br;minas.gerais;itambacuri,"Itambacuri - MG",pt-BR,,#br;minas.gerais,,Municípios::Itambacuri - MG
500,br;minas.gerais;itambe.mato.dentro,"Itambé do Mato Dentro - MG",pt-BR,,#br;minas.gerais,,Municípios::Itambé do Mato Dentro - MG
501,br;minas.gerais;itamogi,"Itamogi - MG",pt-BR,,#br;minas.gerais,,Municípios::Itamogi - MG
502,br;minas.gerais;itamonte,"Itamonte - MG",pt-BR,,#br;minas.gerais,,Municípios::Itamonte - MG
503,br;minas.gerais;itanhandu,"Itanhandu - MG",pt-BR,,#br;minas.gerais,,Municípios::Itanhandu - MG
504,br;minas.gerais;itanhomi,"Itanhomi - MG",pt-BR,,#br;minas.gerais,,Municípios::Itanhomi - MG
505,br;minas.gerais;itaobim,"Itaobim - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaobim - MG
506,br;minas.gerais;itapagipe,"Itapagipe - MG",pt-BR,,#br;minas.gerais,,Municípios::Itapagipe - MG
507,br;minas.gerais;itapecerica,"Itapecerica - MG",pt-BR,,#br;minas.gerais,,Municípios::Itapecerica - MG
508,br;minas.gerais;itapeva,"Itapeva - MG",pt-BR,,#br;minas.gerais,,Municípios::Itapeva - MG
509,br;minas.gerais;itatiaiucu,"Itatiaiuçu - MG",pt-BR,,#br;minas.gerais,,Municípios::Itatiaiuçu - MG
510,br;minas.gerais;itau.minas,"Itaú de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaú de Minas - MG
511,br;minas.gerais;itauna,"Itaúna - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaúna - MG
512,br;minas.gerais;itaverava,"Itaverava - MG",pt-BR,,#br;minas.gerais,,Municípios::Itaverava - MG
